sample_id,latitude,longitude,grain_size,grain_size_class,beach_type,region,image_path,timestamp,beach_name
SAMPLE_0951,15.402267,74.01055,1.22,coarse,berm,Goa,images/sample_0951_goa_berm.jpg,2025-06-13T08:36:12.551592,Calangute Beach
SAMPLE_0952,10.676322,92.244456,0.58,medium,dune,Andaman,images/sample_0952_andaman_dune.jpg,2025-06-07T15:41:14.551603,Radhanagar Beach
SAMPLE_0953,11.788858,92.607959,0.17,fine,berm,Andaman,images/sample_0953_andaman_berm.jpg,2025-06-30T08:08:23.551611,Kalapathar Beach
SAMPLE_0954,21.590041,72.471518,1.55,coarse,dune,Gujarat,images/sample_0954_gujarat_dune.jpg,2025-05-01T01:30:19.551618,Mandvi Beach
SAMPLE_0955,12.815146,80.276805,0.95,medium,dune,Chennai,images/sample_0955_chennai_dune.jpg,2025-08-20T12:58:09.551626,Marina Beach
SAMPLE_0956,15.540269,74.057261,1.43,coarse,intertidal,Goa,images/sample_0956_goa_intertidal.jpg,2025-05-08T21:45:55.551633,Anjuna Beach
SAMPLE_0957,21.471539,86.008598,0.33,fine,intertidal,Odisha,images/sample_0957_odisha_intertidal.jpg,2025-07-01T19:44:29.551641,Gopalpur Beach
SAMPLE_0958,15.374254,74.166643,1.68,coarse,berm,Goa,images/sample_0958_goa_berm.jpg,2025-05-19T10:45:12.551648,Baga Beach
SAMPLE_0959,13.038392,80.290548,1.6,coarse,berm,Chennai,images/sample_0959_chennai_berm.jpg,2025-05-08T18:31:58.551656,Elliot Beach
SAMPLE_0960,12.00852,75.954144,1.87,coarse,intertidal,Kerala,images/sample_0960_kerala_intertidal.jpg,2025-08-09T01:29:32.551663,Kovalam Beach
SAMPLE_0961,21.945359,70.739279,0.43,fine,dune,Gujarat,images/sample_0961_gujarat_dune.jpg,2025-04-27T09:51:20.551671,Chorwad Beach
SAMPLE_0962,15.703807,73.778272,0.43,fine,berm,Goa,images/sample_0962_goa_berm.jpg,2025-08-07T13:56:13.551678,Baga Beach
SAMPLE_0963,15.598492,74.081794,1.41,coarse,dune,Goa,images/sample_0963_goa_dune.jpg,2025-04-10T06:07:02.551686,Baga Beach
SAMPLE_0964,15.044407,73.991462,0.16,fine,dune,Goa,images/sample_0964_goa_dune.jpg,2025-08-21T11:14:09.551694,Calangute Beach
SAMPLE_0965,12.678536,93.463563,0.74,medium,dune,Andaman,images/sample_0965_andaman_dune.jpg,2025-07-26T06:29:02.551701,Radhanagar Beach
SAMPLE_0966,22.855062,70.470903,0.37,fine,berm,Gujarat,images/sample_0966_gujarat_berm.jpg,2025-05-29T06:27:34.551723,Somnath Beach
SAMPLE_0967,12.359218,77.014995,0.32,fine,dune,Kerala,images/sample_0967_kerala_dune.jpg,2025-05-04T18:08:13.551731,Varkala Beach
SAMPLE_0968,17.605286,83.316724,0.65,medium,berm,Vizag,images/sample_0968_vizag_berm.jpg,2025-04-29T14:02:35.551739,RK Beach
SAMPLE_0969,13.025846,80.158226,0.58,medium,intertidal,Chennai,images/sample_0969_chennai_intertidal.jpg,2025-07-31T06:10:01.551746,Marina Beach
SAMPLE_0970,12.942308,92.98122,0.25,fine,dune,Andaman,images/sample_0970_andaman_dune.jpg,2025-06-04T06:51:08.551754,Elephant Beach
SAMPLE_0971,22.567789,69.253531,1.43,coarse,berm,Gujarat,images/sample_0971_gujarat_berm.jpg,2025-08-11T08:45:48.551761,Mandvi Beach
SAMPLE_0972,15.028845,73.766669,1.24,coarse,dune,Goa,images/sample_0972_goa_dune.jpg,2025-08-19T14:07:28.551769,Anjuna Beach
SAMPLE_0973,10.661019,92.92783,0.84,medium,dune,Andaman,images/sample_0973_andaman_dune.jpg,2025-07-29T06:09:45.551776,Elephant Beach
SAMPLE_0974,21.498332,69.20893,0.34,fine,berm,Gujarat,images/sample_0974_gujarat_berm.jpg,2025-07-07T17:51:29.551785,Chorwad Beach
SAMPLE_0975,21.935666,71.00816,1.25,coarse,dune,Gujarat,images/sample_0975_gujarat_dune.jpg,2025-05-22T16:19:22.551794,Chorwad Beach
SAMPLE_0976,12.562158,93.882894,1.13,coarse,intertidal,Andaman,images/sample_0976_andaman_intertidal.jpg,2025-05-04T17:48:16.551801,Radhanagar Beach
SAMPLE_0977,15.452007,74.106499,0.19,fine,berm,Goa,images/sample_0977_goa_berm.jpg,2025-08-03T17:52:27.551809,Palolem Beach
SAMPLE_0978,10.420265,76.478616,0.53,medium,intertidal,Kerala,images/sample_0978_kerala_intertidal.jpg,2025-08-04T03:22:35.551816,Varkala Beach
SAMPLE_0979,13.418801,92.755659,1.15,coarse,dune,Andaman,images/sample_0979_andaman_dune.jpg,2025-07-14T21:06:15.551824,Elephant Beach
SAMPLE_0980,20.686243,70.661783,1.45,coarse,dune,Gujarat,images/sample_0980_gujarat_dune.jpg,2025-07-23T14:00:01.551832,Somnath Beach
SAMPLE_0981,20.538827,85.951443,1.21,coarse,intertidal,Odisha,images/sample_0981_odisha_intertidal.jpg,2025-09-13T05:00:25.551839,Gopalpur Beach
SAMPLE_0982,9.888307,76.665029,0.42,fine,intertidal,Kerala,images/sample_0982_kerala_intertidal.jpg,2025-04-07T12:40:27.551847,Kovalam Beach
SAMPLE_0983,13.074744,80.295905,1.1,coarse,dune,Chennai,images/sample_0983_chennai_dune.jpg,2025-07-11T11:58:16.551854,Covelong Beach
SAMPLE_0984,11.886287,76.330323,1.71,coarse,dune,Kerala,images/sample_0984_kerala_dune.jpg,2025-05-11T11:48:37.551862,Varkala Beach
SAMPLE_0985,20.79547,85.363068,1.36,coarse,berm,Odisha,images/sample_0985_odisha_berm.jpg,2025-05-05T04:52:05.551869,Gopalpur Beach
SAMPLE_0986,20.099211,87.344432,1.58,coarse,dune,Odisha,images/sample_0986_odisha_dune.jpg,2025-05-02T17:08:37.551876,Puri Beach
SAMPLE_0987,11.744809,93.728361,0.7,medium,dune,Andaman,images/sample_0987_andaman_dune.jpg,2025-09-17T15:56:55.551883,Radhanagar Beach
SAMPLE_0988,12.87333,80.189505,1.54,coarse,berm,Chennai,images/sample_0988_chennai_berm.jpg,2025-05-22T01:20:24.551891,Marina Beach
SAMPLE_0989,8.536942,75.430637,1.01,coarse,berm,Kerala,images/sample_0989_kerala_berm.jpg,2025-05-23T10:40:53.551898,Varkala Beach
SAMPLE_0990,22.838046,68.064313,1.33,coarse,dune,Gujarat,images/sample_0990_gujarat_dune.jpg,2025-06-15T19:45:53.551905,Somnath Beach
SAMPLE_0991,12.718786,92.735177,0.58,medium,dune,Andaman,images/sample_0991_andaman_dune.jpg,2025-07-26T08:11:39.551913,Elephant Beach
SAMPLE_0992,20.796073,85.675419,0.87,medium,dune,Odisha,images/sample_0992_odisha_dune.jpg,2025-04-13T01:45:30.551920,Gopalpur Beach
SAMPLE_0993,11.951234,92.657693,1.1,coarse,dune,Andaman,images/sample_0993_andaman_dune.jpg,2025-08-01T22:48:45.551928,Kalapathar Beach
SAMPLE_0994,10.908953,93.676236,0.6,medium,berm,Andaman,images/sample_0994_andaman_berm.jpg,2025-08-29T20:59:30.551935,Elephant Beach
SAMPLE_0995,17.684822,83.21221,1.16,coarse,berm,Vizag,images/sample_0995_vizag_berm.jpg,2025-04-09T09:23:23.551943,Yarada Beach
SAMPLE_0996,12.802894,80.149498,0.6,medium,intertidal,Chennai,images/sample_0996_chennai_intertidal.jpg,2025-07-05T23:53:00.551950,Elliot Beach
SAMPLE_0997,12.929567,93.53966,1.59,coarse,intertidal,Andaman,images/sample_0997_andaman_intertidal.jpg,2025-06-05T21:18:13.551957,Kalapathar Beach
SAMPLE_0998,17.670918,83.39681,0.17,fine,intertidal,Vizag,images/sample_0998_vizag_intertidal.jpg,2025-09-08T08:49:27.551965,Rushikonda Beach
SAMPLE_0999,21.383956,71.012535,2.0,coarse,dune,Gujarat,images/sample_0999_gujarat_dune.jpg,2025-07-05T05:33:59.551972,Mandvi Beach
SAMPLE_1000,13.003247,92.961844,0.64,medium,dune,Andaman,images/sample_1000_andaman_dune.jpg,2025-05-08T14:03:41.551980,Elephant Beach
SAMPLE_1001,17.649678,83.287974,1.5,coarse,berm,Vizag,images/sample_1001_vizag_berm.jpg,2025-07-17T06:41:09.551987,Rushikonda Beach
SAMPLE_1002,15.320388,74.018941,1.82,coarse,dune,Goa,images/sample_1002_goa_dune.jpg,2025-09-19T10:24:08.551994,Anjuna Beach
SAMPLE_1003,17.77971,83.337214,0.32,fine,dune,Vizag,images/sample_1003_vizag_dune.jpg,2025-05-03T12:40:11.552002,RK Beach
SAMPLE_1004,15.530108,74.080841,1.42,coarse,intertidal,Goa,images/sample_1004_goa_intertidal.jpg,2025-06-11T21:30:11.552009,Calangute Beach
SAMPLE_1005,15.708497,73.801186,0.7,medium,berm,Goa,images/sample_1005_goa_berm.jpg,2025-05-11T20:36:07.552017,Anjuna Beach
SAMPLE_1006,22.398005,70.219883,0.59,medium,dune,Gujarat,images/sample_1006_gujarat_dune.jpg,2025-06-11T07:04:19.552024,Chorwad Beach
SAMPLE_1007,10.397179,76.541722,0.49,fine,dune,Kerala,images/sample_1007_kerala_dune.jpg,2025-09-28T06:16:37.552032,Varkala Beach
SAMPLE_1008,13.088457,80.205329,1.71,coarse,dune,Chennai,images/sample_1008_chennai_dune.jpg,2025-04-13T07:47:26.552039,Covelong Beach
SAMPLE_1009,17.767298,83.345364,0.47,fine,intertidal,Vizag,images/sample_1009_vizag_intertidal.jpg,2025-06-17T09:29:52.552046,RK Beach
SAMPLE_1010,20.209478,86.081211,1.9,coarse,berm,Odisha,images/sample_1010_odisha_berm.jpg,2025-07-24T06:22:44.552054,Gopalpur Beach
SAMPLE_1011,12.935384,80.211882,0.42,fine,berm,Chennai,images/sample_1011_chennai_berm.jpg,2025-05-22T16:11:14.552061,Covelong Beach
SAMPLE_1012,11.519191,75.322124,1.99,coarse,berm,Kerala,images/sample_1012_kerala_berm.jpg,2025-04-26T03:00:24.552068,Marari Beach
SAMPLE_1013,15.259544,74.138786,1.63,coarse,dune,Goa,images/sample_1013_goa_dune.jpg,2025-09-12T17:42:28.552076,Palolem Beach
SAMPLE_1014,12.87631,80.210449,1.07,coarse,intertidal,Chennai,images/sample_1014_chennai_intertidal.jpg,2025-05-23T00:26:38.552086,Elliot Beach
SAMPLE_1015,13.038506,80.282228,0.67,medium,dune,Chennai,images/sample_1015_chennai_dune.jpg,2025-05-13T17:30:07.552094,Elliot Beach
SAMPLE_1016,12.945077,80.10147,0.32,fine,intertidal,Chennai,images/sample_1016_chennai_intertidal.jpg,2025-07-07T07:20:04.552101,Covelong Beach
SAMPLE_1017,10.252011,76.17517,0.51,medium,dune,Kerala,images/sample_1017_kerala_dune.jpg,2025-08-17T18:26:13.552109,Varkala Beach
SAMPLE_1018,15.009931,74.041634,1.86,coarse,intertidal,Goa,images/sample_1018_goa_intertidal.jpg,2025-09-14T17:31:16.552116,Palolem Beach
SAMPLE_1019,11.899416,93.732135,0.47,fine,dune,Andaman,images/sample_1019_andaman_dune.jpg,2025-09-12T01:37:20.552123,Radhanagar Beach
SAMPLE_1020,13.312582,93.483234,0.9,medium,dune,Andaman,images/sample_1020_andaman_dune.jpg,2025-05-28T11:54:25.552131,Radhanagar Beach
SAMPLE_1021,17.746645,83.23203,0.91,medium,intertidal,Vizag,images/sample_1021_vizag_intertidal.jpg,2025-04-07T01:45:48.552139,Yarada Beach
SAMPLE_1022,13.045578,80.162438,0.16,fine,intertidal,Chennai,images/sample_1022_chennai_intertidal.jpg,2025-08-03T16:07:44.552147,Marina Beach
SAMPLE_1023,11.780463,74.866456,0.46,fine,berm,Kerala,images/sample_1023_kerala_berm.jpg,2025-09-20T16:39:43.552154,Varkala Beach
SAMPLE_1024,10.878651,93.556216,1.76,coarse,dune,Andaman,images/sample_1024_andaman_dune.jpg,2025-09-29T03:32:08.552162,Kalapathar Beach
SAMPLE_1025,21.94566,72.243629,1.31,coarse,dune,Gujarat,images/sample_1025_gujarat_dune.jpg,2025-06-30T12:51:47.552169,Somnath Beach
SAMPLE_1026,17.604947,83.323206,0.68,medium,berm,Vizag,images/sample_1026_vizag_berm.jpg,2025-06-01T00:52:40.552176,Yarada Beach
SAMPLE_1027,21.550228,86.41501,1.24,coarse,dune,Odisha,images/sample_1027_odisha_dune.jpg,2025-09-15T09:20:40.552184,Puri Beach
SAMPLE_1028,12.893344,80.291561,0.66,medium,dune,Chennai,images/sample_1028_chennai_dune.jpg,2025-05-16T21:44:13.552192,Elliot Beach
SAMPLE_1029,20.397955,85.545635,0.55,medium,dune,Odisha,images/sample_1029_odisha_dune.jpg,2025-09-07T08:04:50.552199,Chandrabhaga Beach
SAMPLE_1030,19.54302,86.949,0.62,medium,dune,Odisha,images/sample_1030_odisha_dune.jpg,2025-09-26T23:12:05.552206,Gopalpur Beach
SAMPLE_1031,13.579662,92.48972,1.49,coarse,dune,Andaman,images/sample_1031_andaman_dune.jpg,2025-06-28T15:18:37.552214,Radhanagar Beach
SAMPLE_1032,15.590538,73.856781,1.95,coarse,dune,Goa,images/sample_1032_goa_dune.jpg,2025-06-24T21:37:08.552222,Calangute Beach
SAMPLE_1033,15.428733,73.928275,0.13,fine,intertidal,Goa,images/sample_1033_goa_intertidal.jpg,2025-07-29T19:51:02.552229,Anjuna Beach
SAMPLE_1034,9.653427,76.734852,1.02,coarse,dune,Kerala,images/sample_1034_kerala_dune.jpg,2025-04-09T21:14:41.552236,Kovalam Beach
SAMPLE_1035,21.725811,86.93085,1.51,coarse,intertidal,Odisha,images/sample_1035_odisha_intertidal.jpg,2025-08-20T12:09:03.552244,Gopalpur Beach
SAMPLE_1036,15.787266,74.05197,0.18,fine,dune,Goa,images/sample_1036_goa_dune.jpg,2025-05-11T02:24:53.552251,Calangute Beach
SAMPLE_1037,21.903315,71.056556,0.93,medium,intertidal,Gujarat,images/sample_1037_gujarat_intertidal.jpg,2025-05-02T17:27:08.552259,Chorwad Beach
SAMPLE_1038,20.794663,86.979643,0.65,medium,dune,Odisha,images/sample_1038_odisha_dune.jpg,2025-05-13T20:17:50.552267,Puri Beach
SAMPLE_1039,17.63405,83.381131,0.25,fine,intertidal,Vizag,images/sample_1039_vizag_intertidal.jpg,2025-08-05T05:17:28.552274,Rushikonda Beach
SAMPLE_1040,17.703335,83.394962,0.68,medium,dune,Vizag,images/sample_1040_vizag_dune.jpg,2025-06-19T21:45:56.552281,RK Beach
SAMPLE_1041,20.250542,86.004789,1.93,coarse,berm,Odisha,images/sample_1041_odisha_berm.jpg,2025-05-05T13:19:46.552289,Chandrabhaga Beach
SAMPLE_1042,17.67633,83.395776,0.9,medium,berm,Vizag,images/sample_1042_vizag_berm.jpg,2025-04-20T01:27:22.552296,Yarada Beach
SAMPLE_1043,15.705363,73.869395,0.78,medium,dune,Goa,images/sample_1043_goa_dune.jpg,2025-07-10T09:25:58.552304,Calangute Beach
SAMPLE_1044,9.814219,76.409458,1.32,coarse,intertidal,Kerala,images/sample_1044_kerala_intertidal.jpg,2025-06-29T07:08:44.552311,Marari Beach
SAMPLE_1045,10.798657,75.092658,1.4,coarse,dune,Kerala,images/sample_1045_kerala_dune.jpg,2025-04-06T20:32:42.552319,Marari Beach
SAMPLE_1046,20.272912,86.063445,0.41,fine,berm,Odisha,images/sample_1046_odisha_berm.jpg,2025-08-11T07:50:56.552326,Chandrabhaga Beach
SAMPLE_1047,11.017957,93.675126,1.0,coarse,intertidal,Andaman,images/sample_1047_andaman_intertidal.jpg,2025-09-24T14:44:26.552339,Kalapathar Beach
SAMPLE_1048,12.850882,80.227878,1.69,coarse,intertidal,Chennai,images/sample_1048_chennai_intertidal.jpg,2025-09-06T16:58:53.552347,Covelong Beach
SAMPLE_1049,21.670827,69.208302,1.71,coarse,intertidal,Gujarat,images/sample_1049_gujarat_intertidal.jpg,2025-09-23T05:15:51.552354,Chorwad Beach
SAMPLE_1050,15.296484,73.960098,0.38,fine,intertidal,Goa,images/sample_1050_goa_intertidal.jpg,2025-05-15T03:15:42.552362,Anjuna Beach
SAMPLE_1051,20.901714,68.374534,0.93,medium,berm,Gujarat,images/sample_1051_gujarat_berm.jpg,2025-07-18T04:22:53.552369,Chorwad Beach
SAMPLE_1052,20.361034,68.722419,1.55,coarse,dune,Gujarat,images/sample_1052_gujarat_dune.jpg,2025-08-05T01:58:47.552377,Mandvi Beach
SAMPLE_1053,11.598921,93.419575,0.45,fine,berm,Andaman,images/sample_1053_andaman_berm.jpg,2025-05-07T04:37:28.552384,Kalapathar Beach
SAMPLE_1054,21.019031,86.110133,1.77,coarse,intertidal,Odisha,images/sample_1054_odisha_intertidal.jpg,2025-06-15T04:41:36.552392,Gopalpur Beach
SAMPLE_1055,11.635893,76.64674,1.34,coarse,berm,Kerala,images/sample_1055_kerala_berm.jpg,2025-04-17T09:07:53.552399,Varkala Beach
SAMPLE_1056,11.925852,93.81853,1.58,coarse,intertidal,Andaman,images/sample_1056_andaman_intertidal.jpg,2025-07-12T21:27:28.552407,Elephant Beach
SAMPLE_1057,15.792399,74.174536,1.11,coarse,intertidal,Goa,images/sample_1057_goa_intertidal.jpg,2025-09-21T12:11:18.552414,Calangute Beach
SAMPLE_1058,15.760008,73.717437,1.69,coarse,dune,Goa,images/sample_1058_goa_dune.jpg,2025-05-31T11:45:12.552421,Calangute Beach
SAMPLE_1059,11.620067,75.907263,1.99,coarse,dune,Kerala,images/sample_1059_kerala_dune.jpg,2025-04-17T19:46:46.552429,Marari Beach
SAMPLE_1060,12.959331,80.101036,1.77,coarse,dune,Chennai,images/sample_1060_chennai_dune.jpg,2025-09-29T16:44:53.552437,Covelong Beach
SAMPLE_1061,17.731728,83.258725,1.91,coarse,berm,Vizag,images/sample_1061_vizag_berm.jpg,2025-05-03T08:34:11.552445,Yarada Beach
SAMPLE_1062,13.058029,80.249151,0.87,medium,dune,Chennai,images/sample_1062_chennai_dune.jpg,2025-07-18T15:36:44.552452,Covelong Beach
SAMPLE_1063,10.592759,75.9834,1.66,coarse,intertidal,Kerala,images/sample_1063_kerala_intertidal.jpg,2025-08-22T18:39:30.552460,Varkala Beach
SAMPLE_1064,10.587534,92.612479,0.84,medium,intertidal,Andaman,images/sample_1064_andaman_intertidal.jpg,2025-07-26T20:15:11.552467,Elephant Beach
SAMPLE_1065,9.779106,76.635523,0.24,fine,intertidal,Kerala,images/sample_1065_kerala_intertidal.jpg,2025-06-10T19:46:45.552475,Kovalam Beach
SAMPLE_1066,11.294978,92.530084,0.13,fine,berm,Andaman,images/sample_1066_andaman_berm.jpg,2025-05-05T17:23:54.552482,Radhanagar Beach
SAMPLE_1067,12.667033,74.961573,1.97,coarse,intertidal,Kerala,images/sample_1067_kerala_intertidal.jpg,2025-07-30T22:26:10.552489,Varkala Beach
SAMPLE_1068,17.67262,83.343258,0.94,medium,intertidal,Vizag,images/sample_1068_vizag_intertidal.jpg,2025-09-03T21:26:18.552497,Rushikonda Beach
SAMPLE_1069,12.830704,80.163314,1.99,coarse,berm,Chennai,images/sample_1069_chennai_berm.jpg,2025-05-19T21:34:24.552504,Covelong Beach
SAMPLE_1070,13.031257,80.205949,1.46,coarse,dune,Chennai,images/sample_1070_chennai_dune.jpg,2025-06-26T07:54:42.552511,Elliot Beach
SAMPLE_1071,20.022377,85.880286,0.88,medium,intertidal,Odisha,images/sample_1071_odisha_intertidal.jpg,2025-08-23T16:33:39.552518,Gopalpur Beach
SAMPLE_1072,12.901512,92.47084,1.49,coarse,dune,Andaman,images/sample_1072_andaman_dune.jpg,2025-05-23T22:57:55.552526,Radhanagar Beach
SAMPLE_1073,15.720539,73.840297,0.49,fine,dune,Goa,images/sample_1073_goa_dune.jpg,2025-06-30T15:43:36.552534,Baga Beach
SAMPLE_1074,11.543399,92.219993,1.66,coarse,berm,Andaman,images/sample_1074_andaman_berm.jpg,2025-08-14T12:02:59.552542,Radhanagar Beach
SAMPLE_1075,13.452328,93.621952,1.68,coarse,intertidal,Andaman,images/sample_1075_andaman_intertidal.jpg,2025-04-24T09:32:13.552550,Radhanagar Beach
SAMPLE_1076,17.757861,83.279093,0.54,medium,dune,Vizag,images/sample_1076_vizag_dune.jpg,2025-07-02T20:56:28.552558,Rushikonda Beach
SAMPLE_1077,9.876409,75.449629,1.48,coarse,berm,Kerala,images/sample_1077_kerala_berm.jpg,2025-04-18T05:04:55.552566,Varkala Beach
SAMPLE_1078,22.526304,69.36711,1.82,coarse,dune,Gujarat,images/sample_1078_gujarat_dune.jpg,2025-05-07T08:19:42.552573,Chorwad Beach
SAMPLE_1079,17.664449,83.220142,0.51,medium,dune,Vizag,images/sample_1079_vizag_dune.jpg,2025-04-14T21:36:59.552580,Rushikonda Beach
SAMPLE_1080,10.303889,74.83631,0.29,fine,intertidal,Kerala,images/sample_1080_kerala_intertidal.jpg,2025-08-27T15:10:16.552588,Kovalam Beach
SAMPLE_1081,15.066673,73.705749,0.22,fine,berm,Goa,images/sample_1081_goa_berm.jpg,2025-06-06T08:11:24.552595,Baga Beach
SAMPLE_1082,9.678034,75.718012,0.83,medium,dune,Kerala,images/sample_1082_kerala_dune.jpg,2025-08-17T19:07:46.552603,Marari Beach
SAMPLE_1083,11.639891,76.649393,0.94,medium,dune,Kerala,images/sample_1083_kerala_dune.jpg,2025-07-16T08:34:42.552610,Varkala Beach
SAMPLE_1084,20.811565,85.449661,0.75,medium,dune,Odisha,images/sample_1084_odisha_dune.jpg,2025-09-01T20:22:47.552617,Chandrabhaga Beach
SAMPLE_1085,20.915402,69.707719,1.63,coarse,berm,Gujarat,images/sample_1085_gujarat_berm.jpg,2025-09-14T17:55:38.552624,Somnath Beach
SAMPLE_1086,13.158054,80.124106,1.52,coarse,berm,Chennai,images/sample_1086_chennai_berm.jpg,2025-09-06T10:37:24.552632,Covelong Beach
SAMPLE_1087,17.728038,83.379421,1.55,coarse,dune,Vizag,images/sample_1087_vizag_dune.jpg,2025-06-28T14:29:05.552639,RK Beach
SAMPLE_1088,13.04821,80.116314,1.95,coarse,berm,Chennai,images/sample_1088_chennai_berm.jpg,2025-07-27T00:16:44.552646,Marina Beach
SAMPLE_1089,12.965686,80.263421,1.15,coarse,dune,Chennai,images/sample_1089_chennai_dune.jpg,2025-04-21T02:55:16.552654,Marina Beach
SAMPLE_1090,17.744391,83.38585,0.3,fine,berm,Vizag,images/sample_1090_vizag_berm.jpg,2025-04-11T19:05:25.552661,Yarada Beach
SAMPLE_1091,13.013458,80.182152,1.99,coarse,dune,Chennai,images/sample_1091_chennai_dune.jpg,2025-09-06T15:38:33.552668,Elliot Beach
SAMPLE_1092,15.40552,73.911733,0.65,medium,berm,Goa,images/sample_1092_goa_berm.jpg,2025-06-15T14:18:18.552675,Calangute Beach
SAMPLE_1093,15.405802,74.122687,0.66,medium,dune,Goa,images/sample_1093_goa_dune.jpg,2025-07-17T15:41:32.552683,Baga Beach
SAMPLE_1094,12.898223,80.140571,1.88,coarse,dune,Chennai,images/sample_1094_chennai_dune.jpg,2025-08-23T04:07:01.552690,Elliot Beach
SAMPLE_1095,20.760064,69.182512,0.92,medium,dune,Gujarat,images/sample_1095_gujarat_dune.jpg,2025-04-07T11:48:41.552698,Chorwad Beach
SAMPLE_1096,20.286355,86.304172,1.17,coarse,intertidal,Odisha,images/sample_1096_odisha_intertidal.jpg,2025-07-25T20:18:40.552720,Puri Beach
SAMPLE_1097,11.993872,92.535637,0.34,fine,berm,Andaman,images/sample_1097_andaman_berm.jpg,2025-09-26T20:35:41.552729,Radhanagar Beach
SAMPLE_1098,17.776605,83.234123,1.35,coarse,intertidal,Vizag,images/sample_1098_vizag_intertidal.jpg,2025-07-18T12:38:56.552737,RK Beach
SAMPLE_1099,11.375022,92.776713,1.47,coarse,intertidal,Andaman,images/sample_1099_andaman_intertidal.jpg,2025-04-17T17:50:33.552744,Kalapathar Beach
SAMPLE_1100,12.914065,80.201775,1.08,coarse,intertidal,Chennai,images/sample_1100_chennai_intertidal.jpg,2025-08-09T01:43:56.552752,Covelong Beach
SAMPLE_1101,11.26433,76.911022,0.83,medium,berm,Kerala,images/sample_1101_kerala_berm.jpg,2025-04-11T11:40:27.552764,Marari Beach
SAMPLE_1102,10.742491,92.742842,1.36,coarse,berm,Andaman,images/sample_1102_andaman_berm.jpg,2025-09-12T13:06:22.552781,Elephant Beach
SAMPLE_1103,13.167076,80.195332,1.74,coarse,dune,Chennai,images/sample_1103_chennai_dune.jpg,2025-09-27T22:37:39.552796,Marina Beach
SAMPLE_1104,17.601965,83.2079,0.74,medium,dune,Vizag,images/sample_1104_vizag_dune.jpg,2025-07-16T18:47:47.552812,RK Beach
SAMPLE_1105,11.340562,74.834576,0.87,medium,intertidal,Kerala,images/sample_1105_kerala_intertidal.jpg,2025-07-18T01:53:36.552829,Kovalam Beach
SAMPLE_1106,12.933735,80.224774,0.9,medium,intertidal,Chennai,images/sample_1106_chennai_intertidal.jpg,2025-06-05T02:52:46.552845,Elliot Beach
SAMPLE_1107,13.126581,80.168675,1.3,coarse,dune,Chennai,images/sample_1107_chennai_dune.jpg,2025-07-05T05:19:20.552859,Covelong Beach
SAMPLE_1108,9.90575,75.271181,1.49,coarse,intertidal,Kerala,images/sample_1108_kerala_intertidal.jpg,2025-09-27T14:51:59.552875,Marari Beach
SAMPLE_1109,12.598739,74.933045,0.48,fine,berm,Kerala,images/sample_1109_kerala_berm.jpg,2025-04-23T13:51:49.552891,Varkala Beach
SAMPLE_1110,15.121708,74.046665,0.96,medium,intertidal,Goa,images/sample_1110_goa_intertidal.jpg,2025-08-09T01:16:38.552908,Calangute Beach
SAMPLE_1111,12.070603,93.043006,0.35,fine,dune,Andaman,images/sample_1111_andaman_dune.jpg,2025-09-20T05:56:32.552924,Elephant Beach
SAMPLE_1112,12.180734,74.877221,1.13,coarse,intertidal,Kerala,images/sample_1112_kerala_intertidal.jpg,2025-05-06T11:34:02.552940,Varkala Beach
SAMPLE_1113,17.712764,83.268904,0.92,medium,berm,Vizag,images/sample_1113_vizag_berm.jpg,2025-08-16T23:57:42.553225,Rushikonda Beach
SAMPLE_1114,15.10988,74.071188,0.38,fine,berm,Goa,images/sample_1114_goa_berm.jpg,2025-04-07T20:09:25.553251,Calangute Beach
SAMPLE_1115,20.302722,68.0496,0.45,fine,berm,Gujarat,images/sample_1115_gujarat_berm.jpg,2025-09-27T14:37:46.553262,Mandvi Beach
SAMPLE_1116,21.468728,86.244632,0.66,medium,intertidal,Odisha,images/sample_1116_odisha_intertidal.jpg,2025-04-21T17:24:28.553271,Gopalpur Beach
SAMPLE_1117,19.445112,86.637591,0.72,medium,dune,Odisha,images/sample_1117_odisha_dune.jpg,2025-04-29T13:24:16.553283,Gopalpur Beach
SAMPLE_1118,17.791156,83.294029,0.82,medium,berm,Vizag,images/sample_1118_vizag_berm.jpg,2025-08-29T01:59:39.553298,Yarada Beach
SAMPLE_1119,20.989251,85.428503,0.78,medium,dune,Odisha,images/sample_1119_odisha_dune.jpg,2025-06-22T08:54:14.553310,Puri Beach
SAMPLE_1120,13.171288,80.171982,0.79,medium,intertidal,Chennai,images/sample_1120_chennai_intertidal.jpg,2025-05-09T05:04:21.553318,Covelong Beach
SAMPLE_1121,21.826704,87.118144,1.15,coarse,dune,Odisha,images/sample_1121_odisha_dune.jpg,2025-04-16T23:33:51.553326,Gopalpur Beach
SAMPLE_1122,12.834534,80.264306,1.59,coarse,intertidal,Chennai,images/sample_1122_chennai_intertidal.jpg,2025-08-21T11:48:05.553336,Covelong Beach
SAMPLE_1123,22.871666,70.685703,1.96,coarse,dune,Gujarat,images/sample_1123_gujarat_dune.jpg,2025-07-07T20:11:42.553344,Chorwad Beach
SAMPLE_1124,13.320634,92.279809,1.27,coarse,intertidal,Andaman,images/sample_1124_andaman_intertidal.jpg,2025-06-06T04:01:50.553352,Radhanagar Beach
